GeneID	name	Family.ID	source	TranscriptID	Class
LOC100576502	XP_026295294.1	ORTHOMCL8295	Amel	XM_026439509.1	NA
LOC100576504	XP_006567504.2	ORTHOMCL8030	Amel	XM_006567441.3	NA
LOC100576505	XP_016773333.1	ORTHOMCL9262	Amel	XM_016917844.2	NA
LOC100576506	XP_026295325.1	ORTHOMCL1189	Amel	XM_026439540.1	NA
LOC100576508	XP_016771214.2	ORTHOMCL8259	Amel	XM_016915725.2	NonCanon
LOC100576512	XP_003249809.1	ORTHOMCL5720	Amel	XM_003249761.4	NA
LOC100576514	XP_016767522.2	ORTHOMCL4104	Amel	XM_016912033.2	NA
LOC100576515	XP_003250349.1	ORTHOMCL6825	Amel	XM_003250301.4	NA
LOC100576519	XP_016770402.1	ORTHOMCL8025	Amel	XM_016914913.2	NA
LOC100576522	XP_026296493.1	ORTHOMCL5276	Amel	XM_026440708.1	NA
LOC100576527	XP_003249317.1	ORTHOMCL6520	Amel	XM_003249269.4	Canon
LOC100576528	XP_026297781.1	ORTHOMCL2535	Amel	XM_026441996.1	NA
LOC100576529	XP_003250263.2	ORTHOMCL8860	Amel	XM_003250215.4	NA
LOC100576530	XP_006565703.1	ORTHOMCL8630	Amel	XM_006565640.3	NA
LOC100576531	XP_026299116.1	ORTHOMCL4655	Amel	XM_026443331.1	NA
LOC100576532	XP_006566544.2	ORTHOMCL4365	Amel	XM_006566481.3	NA
LOC100576534	XP_026298613.1	ORTHOMCL9146	Amel	XM_026442828.1	NA
LOC100576540	XP_006559915.2	ORTHOMCL5491	Amel	XM_006559852.3	NA
LOC100576542	XP_003249646.1	ORTHOMCL4384	Amel	XM_003249598.4	NA
LOC100576543	XP_003249830.1	ORTHOMCL6594	Amel	XM_003249782.4	NA
LOC100576544	XP_003249852.1	ORTHOMCL4980	Amel	XM_003249804.4	NA
LOC100576552	XP_016770522.2	ORTHOMCL7365	Amel	XM_016915033.2	NA
LOC100576554	XP_003249479.3	ORTHOMCL536	Amel	XM_003249431.4	NA
LOC100576555	XP_003249671.1	ORTHOMCL8307	Amel	XM_003249623.4	NonCanon
LOC100576557	XP_026299382.1	ORTHOMCL8592	Amel	XM_026443597.1	NA
LOC100576559	XP_003251400.1	ORTHOMCL4274	Amel	XM_003251352.4	NA
LOC100576563	XP_006557754.2	ORTHOMCL2358	Amel	XM_006557691.3	NA
LOC100576565	XP_006560498.1	ORTHOMCL7155	Amel	XM_006560435.3	NA
LOC100576568	XP_016768244.1	ORTHOMCL1472	Amel	XM_016912755.2	NA
LOC100576569	XP_003250264.2	ORTHOMCL6444	Amel	XM_003250216.4	NA
LOC100576571	XP_026294856.1	ORTHOMCL5406	Amel	XM_026439071.1	NA
LOC100576572	XP_026299008.1	ORTHOMCL6698	Amel	XM_026443223.1	NA
LOC100576584	XP_026296532.1	ORTHOMCL8173	Amel	XM_026440747.1	NA
LOC100576586	XP_026301974.1	ORTHOMCL402	Amel	XM_026446189.1	NA
LOC100576590	XP_026301501.1	ORTHOMCL9624	Amel	XM_026445716.1	NA
LOC100576591	XP_026300789.1	ORTHOMCL3712	Amel	XM_026445004.1	NA
LOC100576592	XP_026301323.1	ORTHOMCL3195	Amel	XM_026445538.1	NA
LOC100576600	XP_006569556.2	ORTHOMCL1034	Amel	XM_006569493.3	NA
LOC100576603	XP_006559838.1	ORTHOMCL9893	Amel	XM_006559775.3	NA
LOC100576606	XP_026297495.1	ORTHOMCL8546	Amel	XM_026441710.1	NA
LOC100576608	XP_003250715.2	ORTHOMCL6581	Amel	XM_003250667.4	NA
LOC100576610	XP_003251071.2	ORTHOMCL4965	Amel	XM_003251023.3	NA
LOC100576612	XP_026301335.1	ORTHOMCL1267	Amel	XM_026445550.1	NA
LOC100576614	XP_026301316.1	ORTHOMCL3136	Amel	XM_026445531.1	NA
LOC100576615	XP_003249647.1	ORTHOMCL2932	Amel	XM_003249599.4	NA
LOC100576619	XP_003250601.1	ORTHOMCL6303	Amel	XM_003250553.4	NA
LOC100576621	XP_003251572.1	ORTHOMCL6701	Amel	XM_003251524.4	NA
LOC100576623	XP_006572180.1	ORTHOMCL9482	Amel	XM_006572117.3	NonCanon
LOC100576625	XP_026301145.1	ORTHOMCL2170	Amel	XM_026445360.1	NA
LOC100576637	XP_026297220.1	ORTHOMCL6925	Amel	XM_026441435.1	NA
LOC100576638	XP_026295320.1	ORTHOMCL8679	Amel	XM_026439535.1	NA
LOC100576640	XP_016769448.2	ORTHOMCL3923	Amel	XM_016913959.2	NA
LOC100576645	XP_006564568.1	ORTHOMCL10353	Amel	XM_006564505.3	NA
LOC100576646	XP_026299440.1	ORTHOMCL4192	Amel	XM_026443655.1	NonCanon
LOC100576647	XP_026299546.1	ORTHOMCL1858	Amel	XM_026443761.1	NA
LOC100576649	XP_026302188.1	ORTHOMCL5545	Amel	XM_026446403.1	NonCanon
LOC100576660	XP_003251546.2	ORTHOMCL7271	Amel	XM_003251498.4	NonCanon
LOC100576662	XP_003251744.2	ORTHOMCL5907	Amel	XM_003251696.4	NA
LOC100576666	XP_006565429.2	ORTHOMCL3420	Amel	XM_006565366.3	NA
LOC100576667	XP_006567936.1	ORTHOMCL1238	Amel	XM_006567873.3	NA
LOC100576669	XP_006570983.1	ORTHOMCL2288	Amel	XM_006570920.3	NA
LOC100576671	XP_006558576.2	ORTHOMCL1174	Amel	XM_006558513.3	NA
LOC100576677	XP_026295466.1	ORTHOMCL5374	Amel	XM_026439681.1	NA
LOC100576679	XP_016769680.1	ORTHOMCL3516	Amel	XM_016914191.2	NA
LOC100576683	XP_026296768.1	ORTHOMCL1046	Amel	XM_026440983.1	NA
LOC100576688	XP_026300914.1	ORTHOMCL2993	Amel	XM_026445129.1	NA
LOC100576700	XP_006558615.1	ORTHOMCL1014	Amel	XM_006558552.3	NA
LOC100576702	XP_003249924.2	ORTHOMCL5208	Amel	XM_003249876.4	NA
LOC100576703	XP_026297145.1	ORTHOMCL7119	Amel	XM_026441360.1	NA
LOC100576705	XP_026300237.1	ORTHOMCL9294	Amel	XM_026444452.1	NA
LOC100576706	XP_003251298.1	ORTHOMCL6248	Amel	XM_003251250.4	NonCanon
LOC100576708	XP_026298720.1	ORTHOMCL5118	Amel	XM_026442935.1	NA
LOC100576709	XP_026301657.1	ORTHOMCL3375	Amel	XM_026445872.1	NA
LOC100576717	XP_003250928.2	ORTHOMCL2942	Amel	XM_003250880.4	NA
LOC100576718	XP_003251443.1	ORTHOMCL9231	Amel	XM_003251395.4	NA
LOC100576730	XP_003251489.1	ORTHOMCL2183	Amel	XM_003251441.4	NA
LOC100576733	XP_026295015.1	ORTHOMCL395	Amel	XM_026439230.1	NA
LOC100576734	XP_026300764.1	ORTHOMCL871	Amel	XM_026444979.1	NA
LOC100576735	XP_006558776.1	ORTHOMCL2081	Amel	XM_006558713.3	NA
LOC100576736	XP_003249482.1	ORTHOMCL8603	Amel	XM_003249434.4	NA
LOC100576737	XP_003249546.2	ORTHOMCL8586	Amel	XM_003249498.4	NA
LOC100576738	XP_003249603.2	ORTHOMCL5163	Amel	XM_003249555.4	NA
LOC100576740	XP_026301408.1	ORTHOMCL6479	Amel	XM_026445623.1	NA
LOC100576741	XP_026297508.1	ORTHOMCL8044	Amel	XM_026441723.1	NA
LOC100576742	XP_003250860.1	ORTHOMCL4135	Amel	XM_003250812.4	Canon
LOC100576744	XP_003250895.2	ORTHOMCL7543	Amel	XM_003250847.2	NA
LOC100576745	XP_003250993.1	ORTHOMCL6501	Amel	XM_003250945.4	NA
LOC100576746	XP_003251243.2	ORTHOMCL8771	Amel	XM_003251195.4	NA
LOC100576747	XP_026302004.1	ORTHOMCL2894	Amel	XM_026446219.1	NA
LOC100576748	XP_006571877.3	ORTHOMCL3506	Amel	XM_006571814.3	NA
LOC100576754	XP_006558271.2	ORTHOMCL1663	Amel	XM_006558208.3	NA
LOC100576758	XP_006564116.2	ORTHOMCL6215	Amel	XM_006564053.3	NA
LOC100576759	XP_006564844.1	ORTHOMCL2406	Amel	XM_006564781.2	NA
LOC100576760	XP_003251427.1	ORTHOMCL7094	Amel	XM_003251379.4	NA
LOC100576761	XP_006570533.1	ORTHOMCL4224	Amel	XM_006570470.3	NA
LOC100576765	XP_026295876.1	ORTHOMCL1470	Amel	XM_026440091.1	NA
LOC100576767	XP_003249650.2	ORTHOMCL10286	Amel	XM_003249602.4	NA
LOC100576768	XP_003249693.1	ORTHOMCL3766	Amel	XM_003249645.4	NA
LOC100576770	XP_006565363.2	ORTHOMCL1914	Amel	XM_006565300.3	NA
LOC100576773	XP_016770623.2	ORTHOMCL10316	Amel	XM_016915134.2	NA
LOC100576774	XP_016770872.1	ORTHOMCL3544	Amel	XM_016915383.2	NA
LOC100576775	XP_006571844.1	ORTHOMCL3838	Amel	XM_006571781.3	NA
LOC100576779	XP_026301689.1	ORTHOMCL8878	Amel	XM_026445904.1	NA
LOC100576781	XP_006560175.1	ORTHOMCL8344	Amel	XM_006560112.3	NA
LOC100576784	XP_003251225.1	ORTHOMCL6463	Amel	XM_003251177.4	NA
LOC100576789	XP_003249351.3	ORTHOMCL1957	Amel	XM_003249303.4	NA
LOC100576794	XP_003251125.1	ORTHOMCL7415	Amel	XM_003251077.4	NA
LOC100576795	XP_003251210.1	ORTHOMCL7195	Amel	XM_003251162.4	NonCanon
LOC100576796	XP_003251276.1	ORTHOMCL7970	Amel	XM_003251228.4	NA
LOC100576799	XP_026301456.1	ORTHOMCL3411	Amel	XM_026445671.1	NA
LOC100576801	XP_006558968.1	ORTHOMCL5097	Amel	XM_006558905.3	NonCanon
LOC100576803	XP_026300819.1	ORTHOMCL10292	Amel	XM_026445034.1	NA
LOC100576805	XP_003250539.1	ORTHOMCL482	Amel	XM_003250491.4	NA
LOC100576812	XP_003249221.1	ORTHOMCL1570	Amel	XM_003249173.4	NA
LOC100576814	XP_026300866.1	ORTHOMCL6567	Amel	XM_026445081.1	NonCanon
LOC100576817	XP_016767771.1	ORTHOMCL7714	Amel	XM_016912282.2	NA
LOC100576818	XP_026302224.1	ORTHOMCL7265	Amel	XM_026446439.1	NonCanon
LOC100576819	XP_026300395.1	ORTHOMCL4147	Amel	XM_026444610.1	Canon
LOC100576820	XP_026301834.1	ORTHOMCL8611	Amel	XM_026446049.1	NA
LOC100576826	XP_006567941.1	ORTHOMCL445	Amel	XM_006567878.3	NonCanon
LOC100576828	XP_006572034.2	ORTHOMCL1528	Amel	XM_006571971.3	NA
LOC100576831	XP_016769263.1	ORTHOMCL8379	Amel	XM_016913774.2	NA
LOC100576836	XP_026296905.1	ORTHOMCL4811	Amel	XM_026441120.1	NA
LOC100576838	XP_006570995.1	ORTHOMCL8969	Amel	XM_006570932.3	NA
LOC100576840	XP_006559331.1	ORTHOMCL1457	Amel	XM_006559268.3	NA
LOC100576843	XP_003250399.1	ORTHOMCL3300	Amel	XM_003250351.4	NA
LOC100576847	XP_006568940.1	ORTHOMCL2675	Amel	XM_006568877.2	NA
LOC100576848	XP_026296419.1	ORTHOMCL4330	Amel	XM_026440634.1	NA
LOC100576850	XP_006557405.1	ORTHOMCL3549	Amel	XM_006557342.3	NA
LOC100576851	XP_026300353.1	ORTHOMCL8780	Amel	XM_026444568.1	NA
LOC100576855	XP_026301363.1	ORTHOMCL8182	Amel	XM_026445578.1	NA
LOC100576859	XP_006567940.1	ORTHOMCL5497	Amel	XM_006567877.3	NA
LOC100576862	XP_026294736.1	ORTHOMCL6477	Amel	XM_026438951.1	NonCanon
LOC100576863	XP_003249525.1	ORTHOMCL3598	Amel	XM_003249477.4	NA
LOC100576864	XP_006559976.1	ORTHOMCL6042	Amel	XM_006559913.3	NA
LOC100576866	XP_003249694.1	ORTHOMCL6984	Amel	XM_003249646.3	NA
LOC100576871	XP_026299913.1	ORTHOMCL240	Amel	XM_026444128.1	NA
LOC100576872	XP_003251445.2	ORTHOMCL3335	Amel	XM_003251397.4	NA
LOC100576876	XP_006561668.2	ORTHOMCL4672	Amel	XM_006561605.2	NA
LOC100576878	XP_006562667.1	ORTHOMCL6558	Amel	XM_006562604.2	NA
LOC100576879	XP_026300456.1	ORTHOMCL4796	Amel	XM_026444671.1	NA
LOC100576882	XP_006566136.2	ORTHOMCL3782	Amel	XM_006566073.3	NA
LOC100576886	XP_006572354.1	ORTHOMCL8393	Amel	XM_006572291.3	NA
LOC100576891	XP_003250269.4	ORTHOMCL9041	Amel	XM_003250221.4	NA
LOC100576894	XP_026295819.1	ORTHOMCL3131	Amel	XM_026440034.1	NA
LOC100576895	XP_026297083.1	ORTHOMCL8409	Amel	XM_026441298.1	NA
LOC100576896	XP_006572186.2	ORTHOMCL9446	Amel	XM_006572123.3	NA
LOC100576898	XP_026295859.1	ORTHOMCL3175	Amel	XM_026440074.1	NonCanon
LOC100576902	XP_026298617.1	ORTHOMCL7246	Amel	XM_026442832.1	NA
LOC100576903	XP_003250043.1	ORTHOMCL8414	Amel	XM_003249995.4	NA
LOC100576908	XP_003251511.1	ORTHOMCL2580	Amel	XM_003251463.4	NA
LOC100576912	XP_003250132.2	ORTHOMCL1746	Amel	XM_003250084.4	NA
LOC100576915	XP_016769823.2	ORTHOMCL465	Amel	XM_016914334.2	NA
LOC100576916	XP_006568328.1	ORTHOMCL3377	Amel	XM_006568265.3	NA
LOC100576918	XP_016771938.1	ORTHOMCL8757	Amel	XM_016916449.2	NA
LOC100576919	XP_003251907.2	ORTHOMCL1024	Amel	XM_003251859.4	NA
LOC100576924	XP_006560482.1	ORTHOMCL5355	Amel	XM_006560419.3	NA
LOC100576930	XP_003251848.1	ORTHOMCL1892	Amel	XM_003251800.4	NA
LOC100576932	XP_003249224.3	ORTHOMCL8730	Amel	XM_003249176.4	NA
LOC100576934	XP_026300920.1	ORTHOMCL883	Amel	XM_026445135.1	NA
LOC100576935	XP_003249929.1	ORTHOMCL4794	Amel	XM_003249881.4	NA
LOC100576936	XP_003251245.2	ORTHOMCL10308	Amel	XM_003251197.3	NA
LOC100576938	XP_026301896.1	ORTHOMCL3855	Amel	XM_026446111.1	NA
LOC100576945	XP_003250831.1	ORTHOMCL8660	Amel	XM_003250783.4	NA
LOC100576947	XP_006566798.2	ORTHOMCL6924	Amel	XM_006566735.3	NA
LOC100576948	XP_026297445.1	ORTHOMCL1191	Amel	XM_026441660.1	NA
LOC100576949	XP_006568972.2	ORTHOMCL10454	Amel	XM_006568909.3	NA
LOC100576951	XP_003251908.1	ORTHOMCL1865	Amel	XM_003251860.4	NA
LOC100576953	XP_026295422.1	ORTHOMCL5376	Amel	XM_026439637.1	NA
LOC100576956	XP_006562314.1	ORTHOMCL790	Amel	XM_006562251.3	NA
LOC100576957	XP_016769709.1	ORTHOMCL8315	Amel	XM_016914220.2	NA
LOC100576958	XP_016772312.2	ORTHOMCL1385	Amel	XM_016916823.2	NA
LOC100576960	XP_003250450.1	ORTHOMCL8121	Amel	XM_003250402.4	NonCanon
LOC100576961	XP_026296301.1	ORTHOMCL5042	Amel	XM_026440516.1	NA
LOC100576963	XP_003250810.2	ORTHOMCL2056	Amel	XM_003250762.4	NA
LOC100576964	XP_003250996.1	ORTHOMCL8669	Amel	XM_003250948.4	NA
LOC100576965	XP_016767618.1	ORTHOMCL1760	Amel	XM_016912129.2	NA
LOC100576967	XP_006572119.2	ORTHOMCL8597	Amel	XM_006572056.3	NA
LOC100576968	XP_003249526.1	ORTHOMCL6001	Amel	XM_003249478.4	NA
LOC100576972	XP_026298081.1	ORTHOMCL7359	Amel	XM_026442296.1	NA
LOC100576974	XP_003251227.1	ORTHOMCL3991	Amel	XM_003251179.4	NA
LOC100576975	XP_003251246.1	ORTHOMCL3886	Amel	XM_003251198.4	NA
LOC100576976	XP_006571002.1	ORTHOMCL8513	Amel	XM_006570939.3	NA
LOC100576982	XP_003250133.2	ORTHOMCL2371	Amel	XM_003250085.4	NA
LOC100576983	XP_006563068.1	ORTHOMCL8691	Amel	XM_006563005.3	NA
LOC100576985	XP_006566801.1	ORTHOMCL4660	Amel	XM_006566738.3	NA
LOC100576986	XP_003251314.2	ORTHOMCL7898	Amel	XM_003251266.4	NA
LOC100576990	XP_026295303.1	ORTHOMCL286	Amel	XM_026439518.1	NA
LOC100576993	XP_006557404.1	ORTHOMCL3043	Amel	XM_006557341.3	NA
LOC100576994	XP_026300548.1	ORTHOMCL1694	Amel	XM_026444763.1	NA
LOC100576996	XP_016771820.2	ORTHOMCL4404	Amel	XM_016916331.2	NA
LOC100577000	XP_003250023.2	ORTHOMCL6877	Amel	XM_003249975.4	NA
LOC100577002	XP_006565014.2	ORTHOMCL175	Amel	XM_006564951.3	NonCanon
LOC100577003	XP_003250617.1	ORTHOMCL398	Amel	XM_003250569.4	NA
LOC100577004	XP_006566225.2	ORTHOMCL7196	Amel	XM_006566162.3	NA
LOC100577014	XP_026299634.1	ORTHOMCL3219	Amel	XM_026443849.1	NA
LOC100577015	XP_026296420.1	ORTHOMCL8792	Amel	XM_026440635.1	NA
LOC100577018	XP_026297555.1	ORTHOMCL10337	Amel	XM_026441770.1	NA
LOC100577019	XP_026302000.1	ORTHOMCL3213	Amel	XM_026446215.1	NonCanon
LOC100577020	XP_003251670.2	ORTHOMCL8978	Amel	XM_003251622.4	NA
LOC100577026	XP_016768754.2	ORTHOMCL5111	Amel	XM_016913265.2	NA
LOC100577027	XP_003249834.2	ORTHOMCL3757	Amel	XM_003249786.4	NA
LOC100577028	XP_026297928.1	ORTHOMCL1702	Amel	XM_026442143.1	NA
LOC100577030	XP_026300934.1	ORTHOMCL2496	Amel	XM_026445149.1	NA
LOC100577033	XP_003251429.1	ORTHOMCL4089	Amel	XM_003251381.4	NA
LOC100577039	XP_026296943.1	ORTHOMCL3689	Amel	XM_026441158.1	NA
LOC100577041	XP_006566554.2	ORTHOMCL9891	Amel	XM_006566491.3	NA
LOC100577043	XP_006571499.1	ORTHOMCL8591	Amel	XM_006571436.3	NA
LOC100577044	XP_026295418.1	ORTHOMCL9656	Amel	XM_026439633.1	NonCanon
LOC100577045	XP_006558592.1	ORTHOMCL8445	Amel	XM_006558529.3	NA
LOC100577046	XP_026301690.1	ORTHOMCL5217	Amel	XM_026445905.1	NA
LOC100577047	XP_016766585.2	ORTHOMCL4909	Amel	XM_016911096.2	NA
LOC100577050	XP_026300995.1	ORTHOMCL902	Amel	XM_026445210.1	NonCanon
LOC100577053	XP_026298096.1	ORTHOMCL3425	Amel	XM_026442311.1	NonCanon
LOC100577054	XP_026296014.1	ORTHOMCL8678	Amel	XM_026440229.1	NA
LOC100577057	XP_026297190.1	ORTHOMCL9467	Amel	XM_026441405.1	NA
LOC100577060	XP_003249119.1	ORTHOMCL7976	Amel	XM_003249071.3	NA
LOC100577064	XP_026298463.1	ORTHOMCL5023	Amel	XM_026442678.1	NA
LOC100577065	XP_016771718.2	ORTHOMCL9120	Amel	XM_016916229.2	NA
LOC100577069	XP_026299131.1	ORTHOMCL6796	Amel	XM_026443346.1	NA
LOC100577073	XP_006570344.1	ORTHOMCL1394	Amel	XM_006570281.3	NA
LOC100577080	XP_003249877.1	ORTHOMCL6231	Amel	XM_003249829.4	NA
LOC100577081	XP_003250270.2	ORTHOMCL7778	Amel	XM_003250222.4	NA
LOC100577082	XP_026301804.1	ORTHOMCL5253	Amel	XM_026446019.1	NA
LOC100577091	XP_026300389.1	ORTHOMCL905	Amel	XM_026444604.1	NA
LOC100577092	XP_006565118.2	ORTHOMCL2792	Amel	XM_006565055.3	NA
LOC100577094	XP_026296677.1	ORTHOMCL929	Amel	XM_026440892.1	NA
LOC100577098	XP_003249566.1	ORTHOMCL6855	Amel	XM_003249518.4	NA
LOC100577102	XP_006566152.2	ORTHOMCL6362	Amel	XM_006566089.3	NA
LOC100577106	XP_003251315.1	ORTHOMCL10276	Amel	XM_003251267.4	NA
LOC100577110	XP_003249878.1	ORTHOMCL7456	Amel	XM_003249830.4	NA
LOC100577112	XP_003250271.1	ORTHOMCL2409	Amel	XM_003250223.4	NA
LOC100577113	XP_026301808.1	ORTHOMCL2490	Amel	XM_026446023.1	NA
LOC100577118	XP_026297873.1	ORTHOMCL1201	Amel	XM_026442088.1	NA
LOC100577120	XP_003249302.2	ORTHOMCL1119	Amel	XM_003249254.4	NA
LOC100577121	XP_006560271.1	ORTHOMCL8466	Amel	XM_006560208.3	NA
LOC100577122	XP_003249792.1	ORTHOMCL4839	Amel	XM_003249744.4	NA
LOC100577127	XP_006569243.1	ORTHOMCL5981	Amel	XM_006569180.3	NA
LOC100577128	XP_003251403.2	ORTHOMCL2681	Amel	XM_003251355.4	NA
LOC100577132	XP_003249567.2	ORTHOMCL7950	Amel	XM_003249519.4	NA
LOC100577135	XP_003250135.2	ORTHOMCL7183	Amel	XM_003250087.4	NA
LOC100577136	XP_006565026.1	ORTHOMCL2871	Amel	XM_006564963.3	NonCanon
LOC100577138	XP_006566236.2	ORTHOMCL268	Amel	XM_006566173.3	NonCanon
LOC100577139	XP_016773563.2	ORTHOMCL3849	Amel	XM_016918074.2	NA
LOC100577140	XP_006569652.1	ORTHOMCL2092	Amel	XM_006569589.3	NonCanon
LOC100577142	XP_026302035.1	ORTHOMCL2139	Amel	XM_026446250.1	NA
LOC100577143	XP_003251890.1	ORTHOMCL9295	Amel	XM_003251842.4	NA
LOC100577145	XP_003249139.1	ORTHOMCL527	Amel	XM_003249091.4	NA
LOC100577146	XP_026300474.1	ORTHOMCL8704	Amel	XM_026444689.1	NA
LOC100577147	XP_026295318.1	ORTHOMCL5661	Amel	XM_026439533.1	NA
LOC100577149	XP_003249630.1	ORTHOMCL6098	Amel	XM_003249582.4	NA
LOC100577150	XP_003249879.2	ORTHOMCL5955	Amel	XM_003249831.4	NA
LOC100577151	XP_003249931.1	ORTHOMCL6079	Amel	XM_003249883.4	NA
LOC100577155	XP_003250542.1	ORTHOMCL2705	Amel	XM_003250494.4	NA
LOC100577156	XP_003250667.2	ORTHOMCL1027	Amel	XM_003250619.4	NonCanon
LOC100577159	XP_026297567.1	ORTHOMCL7973	Amel	XM_026441782.1	NA
LOC100577161	XP_003251870.2	ORTHOMCL9283	Amel	XM_003251822.4	NA
LOC100577163	XP_016772428.2	ORTHOMCL8628	Amel	XM_016916939.2	NA
LOC100577165	XP_016769724.2	ORTHOMCL8191	Amel	XM_016914235.2	NA
LOC100577168	XP_006570741.1	ORTHOMCL8068	Amel	XM_006570678.3	NA
LOC100577174	XP_016766736.1	ORTHOMCL6089	Amel	XM_016911247.2	NonCanon
LOC100577178	XP_026295386.1	ORTHOMCL8213	Amel	XM_026439601.1	NA
LOC100577180	XP_006565809.1	ORTHOMCL4552	Amel	XM_006565746.3	NA
LOC100577188	XP_026299134.1	ORTHOMCL1318	Amel	XM_026443349.1	NA
LOC100577192	XP_003250467.2	ORTHOMCL3504	Amel	XM_003250419.4	NA
LOC100577196	XP_006567442.2	ORTHOMCL3610	Amel	XM_006567379.3	NonCanon
LOC100577197	XP_026300198.1	ORTHOMCL4116	Amel	XM_026444413.1	NA
LOC100577198	XP_026299274.1	ORTHOMCL6431	Amel	XM_026443489.1	NA
LOC100577202	XP_016770987.1	ORTHOMCL8114	Amel	XM_016915498.2	NA
LOC100577209	XP_006563667.1	ORTHOMCL6018	Amel	XM_006563604.3	NA
LOC100577213	XP_003251580.2	ORTHOMCL4582	Amel	XM_003251532.4	NA
LOC100577214	XP_003251601.2	ORTHOMCL8361	Amel	XM_003251553.4	NA
LOC100577220	XP_003249454.1	ORTHOMCL3800	Amel	XM_003249406.4	NA
LOC100577221	XP_003249568.2	ORTHOMCL7879	Amel	XM_003249520.4	NA
LOC100577222	XP_006560380.1	ORTHOMCL8447	Amel	XM_006560317.3	NA
LOC100577228	XP_026295420.1	ORTHOMCL3681	Amel	XM_026439635.1	NA
LOC100577229	XP_003249529.1	ORTHOMCL8122	Amel	XM_003249481.4	NA
LOC100577231	XP_026296582.1	ORTHOMCL1698	Amel	XM_026440797.1	NA
LOC100577235	XP_026297713.1	ORTHOMCL9096	Amel	XM_026441928.1	NA
LOC100577237	XP_003251129.1	ORTHOMCL1513	Amel	XM_003251081.4	NA
LOC100577239	NP_001314877.1	ORTHOMCL3560	Amel	NM_001327948.1	NA
LOC100577242	XP_026295591.1	ORTHOMCL1745	Amel	XM_026439806.1	NA
LOC100577250	XP_026299575.1	ORTHOMCL6840	Amel	XM_026443790.1	NA
LOC100577252	XP_016769495.1	ORTHOMCL5057	Amel	XM_016914006.2	NonCanon
LOC100577253	XP_006564069.2	ORTHOMCL1458	Amel	XM_006564006.3	NA
LOC100577254	XP_026301885.1	ORTHOMCL3289	Amel	XM_026446100.1	NA
LOC100577255	XP_026294826.1	ORTHOMCL5173	Amel	XM_026439041.1	NA
LOC100577263	XP_026300766.1	ORTHOMCL4814	Amel	XM_026444981.1	NA
LOC100577268	XP_006563808.2	ORTHOMCL4691	Amel	XM_006563745.3	NA
LOC100577269	XP_016769171.1	ORTHOMCL1886	Amel	XM_016913682.2	NA
LOC100577272	XP_006569341.2	ORTHOMCL2739	Amel	XM_006569278.3	NA
LOC100577273	NP_001314878.1	ORTHOMCL1185	Amel	NM_001327949.1	NA
LOC100577279	XP_026300921.1	ORTHOMCL8688	Amel	XM_026445136.1	NA
LOC100577280	XP_026298307.1	ORTHOMCL3025	Amel	XM_026442522.1	NA
LOC100577283	XP_003251247.2	ORTHOMCL7515	Amel	XM_003251199.4	NA
LOC100577285	XP_006569198.1	ORTHOMCL8763	Amel	XM_006569135.2	NA
LOC100577288	XP_003249880.3	ORTHOMCL7739	Amel	XM_003249832.3	NA
LOC100577293	XP_003250933.1	ORTHOMCL2793	Amel	XM_003250885.4	NA
LOC100577295	XP_003251098.2	ORTHOMCL7854	Amel	XM_003251050.4	NA
LOC100577296	XP_003251418.2	ORTHOMCL4876	Amel	XM_003251370.4	NA
LOC100577300	XP_003249198.1	ORTHOMCL6322	Amel	XM_003249150.4	NA
LOC100577302	XP_026298327.1	ORTHOMCL6762	Amel	XM_026442542.1	NA
LOC100577308	XP_006566106.1	ORTHOMCL8501	Amel	XM_006566043.3	NA
LOC100577320	XP_003250293.1	ORTHOMCL430	Amel	XM_003250245.4	NA
LOC100577322	XP_006568109.1	ORTHOMCL5945	Amel	XM_006568046.3	NA
LOC100577324	XP_003251447.1	ORTHOMCL6061	Amel	XM_003251399.4	NA
LOC100577325	XP_003249360.1	ORTHOMCL6306	Amel	XM_003249312.4	NA
LOC100577327	XP_016767007.1	ORTHOMCL5027	Amel	XM_016911518.2	NA
LOC100577332	XP_026298101.1	ORTHOMCL1048	Amel	XM_026442316.1	NA
LOC100577335	XP_006567859.1	ORTHOMCL7915	Amel	XM_006567796.3	NA
LOC100577341	XP_003249755.1	ORTHOMCL7311	Amel	XM_003249707.4	NA
LOC100577342	XP_006561985.2	ORTHOMCL2225	Amel	XM_006561922.3	NA
LOC100577343	XP_006564512.1	ORTHOMCL3059	Amel	XM_006564449.3	NA
LOC100577344	XP_003250883.1	ORTHOMCL4283	Amel	XM_003250835.3	NA
LOC100577346	XP_003251651.1	ORTHOMCL6589	Amel	XM_003251603.3	NA
LOC100577348	XP_026300648.1	ORTHOMCL4490	Amel	XM_026444863.1	NA
LOC100577351	XP_006564732.1	ORTHOMCL7936	Amel	XM_006564669.3	NA
LOC100577358	XP_026298459.1	ORTHOMCL3324	Amel	XM_026442674.1	NA
LOC100577359	XP_003250047.3	ORTHOMCL8887	Amel	XM_003249999.4	NA
LOC100577362	XP_003250694.2	ORTHOMCL6246	Amel	XM_003250646.4	NA
LOC100577363	XP_026298240.1	ORTHOMCL1099	Amel	XM_026442455.1	NA
LOC100577364	XP_016770218.1	ORTHOMCL1049	Amel	XM_016914729.2	NA
LOC100577365	XP_006571146.2	ORTHOMCL5989	Amel	XM_006571083.3	NA
