	pvalue	GeneID	name	source	TranscriptID	Class	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
ORTHOMCL8585	0.001	LOC551556	XP_026300808.1	Amel	XM_026445023.1	Background		3	1	0	1	1	0	1	1	0	0	1
ORTHOMCL8588	0.006999999999999999	LOC726309	XP_026296664.1	Amel	XM_026440879.1	Background		1	1	1	0	1	1	0	2	0	0	2
ORTHOMCL8592	0.001	LOC100576557	XP_026299382.1	Amel	XM_026443597.1	Background		3	1	1	1	0	0	1	0	1	1	0
ORTHOMCL8614	0.008	LOC102656664	XP_006560249.3	Amel	XM_006560186.3	Background		2	1	1	1	2	0	0	0	0	1	1
ORTHOMCL8627	0.0	LOC100578684	XP_006557359.1	Amel	XM_006557296.3	Background		1	1	0	1	0	0	0	4	1	1	0
ORTHOMCL8653	0.02	LOC725746	XP_006563316.1	Amel	XM_006563253.3	Background		1	1	0	2	1	1	1	0	1	0	1
ORTHOMCL8688	0.039	LOC100577279	XP_026300921.1	Amel	XM_026445136.1	Background		1	1	0	0	3	1	1	0	0	1	1
ORTHOMCL8693	0.001	LOC727052	XP_026299468.1	Amel	XM_026443683.1	Background		2	1	2	0	1	0	0	1	0	1	1
ORTHOMCL8760	0.02	LOC100577819	XP_003249840.1	Amel	XM_003249792.4	Background		1	1	0	2	1	0	1	1	1	0	1
ORTHOMCL8780	0.039	LOC100576851	XP_026300353.1	Amel	XM_026444568.1	Background		1	1	1	0	2	0	1	0	1	1	1
ORTHOMCL8788	0.048	LOC102654542	XP_026296671.1	Amel	XM_026440886.1	Background		0	1	1	1	0	0	1	2	1	1	1
ORTHOMCL8797	0.033	LOC100577640	XP_026301116.1	Amel	XM_026445331.1	Background		0	1	1	0	0	1	1	1	2	1	1
ORTHOMCL8863	0.002	LOC113219091	XP_026299516.1	Amel	XM_026443731.1	Background		1	1	0	1	1	0	0	0	0	1	3
ORTHOMCL8953	0.004	LOC727243	XP_001122953.3	Amel	XM_001122953.5	Background		1	1	0	0	0	1	3	0	1	1	0
ORTHOMCL8959	0.006999999999999999	LOC113219406	XP_026302062.1	Amel	XM_026446277.1	Background		1	1	2	1	1	0	0	0	1	1	0
ORTHOMCL8971	0.006999999999999999	LOC725279	XP_001121147.2	Amel	XM_001121147.5	Background		0	1	1	2	0	1	0	1	0	1	1
ORTHOMCL8973	0.006999999999999999	LOC107964133	XP_026295204.1	Amel	XM_026439419.1	Background		0	1	0	1	2	1	1	1	0	0	1
ORTHOMCL8978	0.038	LOC100577020	XP_003251670.2	Amel	XM_003251622.4	Background		0	1	0	0	2	0	1	1	1	1	1
ORTHOMCL8986	0.015	LOC107964769	XP_016768723.1	Amel	XM_016913234.2	Background		0	1	1	1	0	0	1	1	1	0	2
ORTHOMCL9034	0.0	LOC107964958	XP_026298524.1	Amel	XM_026442739.1	Background		4	1	0	0	0	1	0	0	0	0	1
ORTHOMCL9043	0.027000000000000003	Pet117	NP_001158281.1	Amel	NM_001164809.1	Background		2	1	0	0	1	0	0	1	1	0	1
ORTHOMCL9080	0.006999999999999999	LOC102656824	XP_016773506.2	Amel	XM_016918017.2	Background		1	1	0	0	0	1	3	1	0	0	0
ORTHOMCL9089	0.033	LOC100578990	XP_026300825.1	Amel	XM_026445040.1	Background		1	1	1	0	1	0	1	0	1	1	0
ORTHOMCL9102	0.033	LOC113219008	XP_026298739.1	Amel	XM_026442954.1	Background		1	1	1	0	1	0	0	0	1	1	1
ORTHOMCL9104	0.028999999999999998	LOC102655905	XP_026295866.1	Amel	XM_026440081.1	Background		1	1	1	1	2	0	0	0	0	0	1
ORTHOMCL9109	0.001	LOC725123	XP_016766557.1	Amel	XM_016911068.2	Background		1	1	1	0	0	0	0	1	3	0	0
ORTHOMCL9111	0.024	LOC107964702	XP_026297482.1	Amel	XM_026441697.1	Background		1	1	1	1	1	0	0	0	0	0	2
ORTHOMCL9128	0.006999999999999999	LOC726294	NP_001265254.1	Amel	NM_001278325.1	Background		1	1	0	1	2	0	0	0	0	1	1
ORTHOMCL9129	0.033	LOC102655268	XP_006557897.2	Amel	XM_006557834.3	Background		1	1	0	1	1	0	1	0	1	1	0
ORTHOMCL9139	0.001	Mrjp9	NP_001019868.1	Amel	NM_001024697.1	Background		0	1	1	0	1	0	1	0	2	0	1
ORTHOMCL9143	0.02	LOC102656224	XP_016773480.1	Amel	XM_016917991.2	Background		0	1	1	0	1	0	1	1	1	1	0
ORTHOMCL9154	0.040999999999999995	LOC102655078	XP_006559381.2	Amel	XM_006559318.3	Background		0	1	1	1	1	0	1	1	1	0	0
ORTHOMCL9155	0.036000000000000004	LOC102655970	XP_006567377.2	Amel	XM_006567314.3	Background		0	1	1	1	1	0	0	0	1	1	1
ORTHOMCL9156	0.036000000000000004	LOC102655102	XP_016770854.2	Amel	XM_016915365.2	Background		0	1	1	1	1	0	0	0	1	1	1
ORTHOMCL9222	0.006999999999999999	LOC107965891	XP_016773117.2	Amel	XM_016917628.2	Background		1	1	0	1	1	0	0	0	1	1	0
ORTHOMCL9237	0.001	LOC102655420	XP_006566279.1	Amel	XM_006566216.3	Background		1	1	0	0	0	3	0	0	1	0	0
ORTHOMCL9241	0.031	LOC107963979	XP_026298210.1	Amel	XM_026442425.1	Background		1	1	1	1	0	0	0	0	1	0	1
ORTHOMCL9244	0.001	LOC100578044	XP_003250301.2	Amel	XM_003250253.4	Background		1	1	0	0	0	0	0	0	3	1	0
ORTHOMCL9251	0.035	LOC102654541	XP_006567534.1	Amel	XM_006567471.3	Background		1	1	1	1	0	0	0	1	1	0	0
ORTHOMCL9254	0.002	LOC113218900	XP_026297579.1	Amel	XM_026441794.1	Background		1	1	0	0	1	0	0	0	1	2	0
ORTHOMCL9263	0.006999999999999999	LOC102655953	XP_026297179.1	Amel	XM_026441394.1	Background		2	1	0	0	1	0	0	0	0	1	1
ORTHOMCL9270	0.006999999999999999	LOC113218848	XP_026297097.1	Amel	XM_026441312.1	Background		1	1	1	0	1	0	0	0	1	1	0
ORTHOMCL9283	0.001	LOC100577161	XP_003251870.2	Amel	XM_003251822.4	Background		2	1	1	1	0	0	0	0	1	0	0
ORTHOMCL9296	0.006999999999999999	LOC100578543	XP_003251771.1	Amel	XM_003251723.4	Background		1	1	0	1	1	0	0	1	1	0	0
ORTHOMCL9298	0.025	LOC113219185	XP_026300401.1	Amel	XM_026444616.1	Background		0	1	1	0	0	0	1	1	0	1	1
ORTHOMCL9299	0.006999999999999999	LOC107964006	XP_026296413.1	Amel	XM_026440628.1	Background		0	1	1	0	1	1	1	1	0	0	0
ORTHOMCL9301	0.013000000000000001	LOC107965378	XP_016771095.2	Amel	XM_016915606.2	Background		0	1	0	0	0	2	1	1	0	0	1
ORTHOMCL9304	0.031	LOC102655983	XP_026299753.1	Amel	XM_026443968.1	Background		0	1	0	0	1	1	1	0	1	1	0
ORTHOMCL9305	0.001	LOC107964061	XP_016766340.1	Amel	XM_016910851.2	Background		0	1	0	0	3	1	0	0	1	0	0
ORTHOMCL9306	0.021	LOC102655153	XP_006562396.1	Amel	XM_006562333.3	Background		0	1	1	1	0	1	0	1	1	0	0
ORTHOMCL9308	0.021	LOC107965822	XP_026301736.1	Amel	XM_026445951.1	Background		0	1	1	0	1	0	1	1	0	0	1
ORTHOMCL9310	0.0	LOC107965788	XP_026301461.1	Amel	XM_026445676.1	Background		0	1	2	0	0	0	1	0	1	1	0
ORTHOMCL9311	0.033	LOC113219001	XP_026298712.1	Amel	XM_026442927.1	Background		0	1	1	1	1	0	0	0	0	1	1
ORTHOMCL9312	0.03	LOC107965825	XP_016772997.1	Amel	XM_016917508.2	Background		0	1	0	0	1	0	1	0	1	1	1
ORTHOMCL9410	0.013999999999999999	LOC113218538	XP_026295844.1	Amel	XM_026440059.1	Background		1	1	1	1	0	1	0	0	0	0	0
ORTHOMCL9412	0.002	LOC113219015	XP_026298758.1	Amel	XM_026442973.1	Background		1	1	1	0	0	0	0	0	1	1	0
ORTHOMCL9414	0.02	LOC102653956	XP_016772131.1	Amel	XM_016916642.1	Background		1	1	0	0	1	0	0	0	1	1	0
ORTHOMCL9415	0.006999999999999999	LOC113219358	XP_026301737.1	Amel	XM_026445952.1	Background		1	1	0	0	0	0	0	1	2	0	0
ORTHOMCL9419	0.013999999999999999	LOC100578448	XP_016769935.1	Amel	XM_016914446.2	Background		1	1	1	1	0	1	0	0	0	0	0
ORTHOMCL9423	0.013000000000000001	LOC100577655	XP_006562840.1	Amel	XM_006562777.3	Background		1	1	0	1	0	0	0	1	0	0	1
ORTHOMCL9424	0.02	LOC100578445	XP_026298751.1	Amel	XM_026442966.1	Background		1	1	0	0	1	0	0	0	1	1	0
ORTHOMCL9427	0.03	LOC102654576	XP_006557710.2	Amel	XM_006557647.2	Background		1	1	1	1	0	0	0	0	0	0	1
ORTHOMCL9428	0.002	LOC113219395	XP_026301835.1	Amel	XM_026446050.1	Background		1	1	1	0	1	0	0	0	1	0	0
ORTHOMCL9429	0.005	Gr10	NP_001229923.1	Amel	NM_001242994.1	Background		1	1	0	1	0	1	1	0	0	0	0
ORTHOMCL9434	0.001	LOC107965761	XP_026294835.1	Amel	XM_026439050.1	Background		2	1	0	0	0	0	1	0	1	0	0
ORTHOMCL9439	0.03	LOC726276	XP_001122027.2	Amel	XM_001122027.5	Background		1	1	0	0	0	0	0	1	1	1	0
ORTHOMCL9440	0.03	LOC102655247	XP_026300969.1	Amel	XM_026445184.1	Background		1	1	1	1	0	0	0	0	0	0	1
ORTHOMCL9441	0.006999999999999999	LOC100578668	XP_016769304.2	Amel	XM_016913815.2	Background		1	1	1	1	0	0	0	0	1	0	0
ORTHOMCL9450	0.006	LOC726125	XP_026301409.1	Amel	XM_026445624.1	Background		1	1	0	1	0	1	0	1	0	0	0
ORTHOMCL9454	0.03	LOC107964934	XP_016769345.2	Amel	XM_016913856.2	Background		1	1	1	1	0	0	0	0	0	0	1
ORTHOMCL9465	0.013000000000000001	LOC102654763	XP_016767203.1	Amel	XM_016911714.2	Background		1	1	1	0	0	0	0	1	0	0	1
ORTHOMCL9471	0.002	LOC107965532	XP_016771816.1	Amel	XM_016916327.2	Background		0	1	1	1	1	0	0	0	1	0	0
ORTHOMCL9472	0.027000000000000003	LOC113219407	XP_026302066.1	Amel	XM_026446281.1	Background		0	1	0	0	1	1	1	0	1	0	0
ORTHOMCL9474	0.002	LOC113218874	XP_026297214.1	Amel	XM_026441429.1	Background		0	1	1	1	0	0	0	0	1	1	0
ORTHOMCL9475	0.001	LOC107965601	XP_016772134.1	Amel	XM_016916645.2	Background		0	1	1	0	1	0	0	0	1	1	0
ORTHOMCL9477	0.001	LOC102654696	XP_006566030.1	Amel	XM_006565967.3	Background		0	1	1	0	1	1	0	1	0	0	0
ORTHOMCL9479	0.006999999999999999	LOC107964417	XP_026296657.1	Amel	XM_026440872.1	Background		0	1	1	1	1	0	0	0	0	0	1
ORTHOMCL9481	0.002	LOC725005	XP_026301407.1	Amel	XM_026445622.1	Background		0	1	1	0	1	0	1	0	0	0	1
ORTHOMCL9628	0.006	LOC113219103	XP_026299572.1	Amel	XM_026443787.1	Background		1	1	0	0	0	0	0	0	1	1	0
ORTHOMCL9636	0.001	LOC102655092	XP_006557596.2	Amel	XM_006557533.3	Background		1	1	1	0	0	0	0	0	1	0	0
ORTHOMCL9654	0.001	LOC113219264	XP_026301240.1	Amel	XM_026445455.1	Background		0	1	1	0	0	0	1	0	0	0	1
ORTHOMCL9655	0.001	LOC413294	XP_026300871.1	Amel	XM_026445086.1	Background		0	1	0	0	2	0	0	0	0	0	1
ORTHOMCL9658	0.002	LOC102656758	XP_006560545.2	Amel	XM_006560482.3	Background		0	1	0	0	0	0	0	1	1	1	0
ORTHOMCL9663	0.002	LOC113218925	XP_026297926.1	Amel	XM_026442141.1	Background		0	1	0	0	1	1	0	0	0	1	0
ORTHOMCL9664	0.002	LOC107965339	XP_016770968.1	Amel	XM_016915479.2	Background		0	1	1	1	0	0	0	0	0	0	1
ORTHOMCL9665	0.002	LOC113218638	XP_026295423.1	Amel	XM_026439638.1	Background		0	1	1	1	0	0	0	0	0	0	1
ORTHOMCL9666	0.001	LOC113219049	XP_026299160.1	Amel	XM_026443375.1	Background		0	1	0	0	1	0	0	0	1	1	0
ORTHOMCL9668	0.006999999999999999	LOC102654408	XP_006557939.2	Amel	XM_006557876.2	Background		0	1	0	0	0	0	1	1	1	0	0
ORTHOMCL9848	0.021	LOC113219002	XP_026298713.1	Amel	XM_026442928.1	Background		1	1	0	0	0	0	0	0	0	0	1
ORTHOMCL9873	0.002	LOC102654533	XP_006558800.1	Amel	XM_006558737.3	Background		1	1	0	0	0	0	0	0	1	0	0
ORTHOMCL9879	0.006999999999999999	LOC113219068	XP_026299406.1	Amel	XM_026443621.1	Background		1	1	0	0	0	1	0	0	0	0	0
ORTHOMCL9883	0.021	LOC100577754	XP_006557653.2	Amel	XM_006557590.3	Background		1	1	0	0	0	0	0	0	0	0	1
ORTHOMCL9904	0.002	LOC100577632	XP_003250697.2	Amel	XM_003250649.4	Background		1	1	0	0	0	0	0	0	1	0	0
ORTHOMCL9923	0.001	LOC107964531	XP_026297194.1	Amel	XM_026441409.1	Background		0	1	0	0	0	0	0	0	1	1	0
ORTHOMCL9924	0.006999999999999999	LOC100578263	XP_016771251.1	Amel	XM_016915762.2	Background		0	1	0	0	0	0	0	1	0	0	1
ORTHOMCL9925	0.002	LOC113219283	XP_026301423.1	Amel	XM_026445638.1	Background		0	1	0	0	0	0	0	0	0	1	1
ORTHOMCL9927	0.001	LOC113219007	XP_026298738.1	Amel	XM_026442953.1	Background		0	1	0	0	0	0	0	0	1	1	0
ORTHOMCL9935	0.0	LOC113218546	XP_026296278.1	Amel	XM_026440493.1	Background		0	1	0	1	0	0	0	0	1	0	0
ORTHOMCL9937	0.001	LOC113218812	XP_026296855.1	Amel	XM_026441070.1	Background		0	1	0	0	0	0	0	0	1	1	0
ORTHOMCL10436	0.001	LOC102655353	XP_026299475.1	Amel	XM_026443690.1	Background		0	1	0	0	0	0	0	0	0	0	1
ORTHOMCL10440	0.001	LOC725890	XP_026301365.1	Amel	XM_026445580.1	Background		0	1	0	0	0	1	0	0	0	0	0
ORTHOMCL10452	0.001	LOC113219210	XP_026300582.1	Amel	XM_026444797.1	Background		0	1	0	0	0	0	0	0	0	0	1
